,Cone_Type,Cone_X,Cone_Y
112,RIGHT,35.75,7.71875
113,RIGHT,37.25,8.15625
114,RIGHT,38.15625,9.4375
115,RIGHT,37.90625,11.0
116,RIGHT,36.78125,12.09375
117,RIGHT,35.5625,13.09375
118,RIGHT,34.65625,14.375
119,RIGHT,34.25,15.90625
120,RIGHT,33.9375,17.46875
121,RIGHT,34.3125,19.03125
122,RIGHT,35.0625,20.4375
123,RIGHT,35.96875,21.75
124,RIGHT,37.125,22.8125
125,RIGHT,36.1875,24.0625
126,RIGHT,34.9375,25.0
127,RIGHT,33.40625,25.34375
128,RIGHT,31.84375,25.375
129,RIGHT,30.28125,25.15625
130,RIGHT,28.71875,24.75
131,RIGHT,27.46875,23.8125
132,RIGHT,26.21875,22.78125
133,RIGHT,24.75,22.1875
134,RIGHT,23.25,21.5
135,RIGHT,22.59375,23.125
136,RIGHT,21.15625,23.75
137,RIGHT,19.625,24.125
138,RIGHT,18.03125,24.15625
139,RIGHT,16.5,24.46875
140,RIGHT,14.875,24.0625
141,RIGHT,13.53125,23.21875
142,RIGHT,12.0625,22.625
143,RIGHT,10.625,22.0
144,RIGHT,9.0625,21.875
145,RIGHT,7.5625,22.3125
146,RIGHT,6.1875,23.0625
147,RIGHT,4.71875,23.84375
148,RIGHT,3.375,24.75
149,RIGHT,1.9375,25.375
150,RIGHT,0.5,26.0
151,RIGHT,-0.5625,24.84375
152,RIGHT,-1.5625,23.625
153,RIGHT,-2.125,22.125
154,RIGHT,-2.5625,20.625
155,RIGHT,-2.1875,19.09375
156,RIGHT,-1.90625,17.5
157,RIGHT,-1.1875,16.0625
158,RIGHT,-0.3125,14.75
159,RIGHT,1.125,14.03125
160,RIGHT,2.625,13.53125
161,RIGHT,3.4375,12.15625
162,RIGHT,3.5625,10.59375
163,RIGHT,3.53125,9.03125
164,RIGHT,5.0,8.46875
165,RIGHT,6.5625,8.375
166,RIGHT,8.09375,8.03125
167,RIGHT,9.65625,7.6875
168,RIGHT,10.875,6.6875
169,RIGHT,12.03125,5.59375
