timestamp,steerAngle,enco_0,enco_1,enco_2,enco_3,throttle
4.762128353,3499,0,0,0,2,40
4.778128624,3499,0,0,0,2,40
4.794128418,3499,0,0,0,2,40
4.810130835,3499,0,0,0,2,40
4.826136112,3499,0,0,0,2,40
4.842130899,3499,0,0,0,2,40
4.858138084,3499,0,0,0,2,40
4.874132156,3499,0,0,0,2,40
4.89012742,3499,0,0,0,2,40
4.906140566,3499,0,0,0,2,40
4.922127247,3499,0,0,0,2,40
4.93813324,3499,0,0,0,2,40
4.954129934,3499,0,0,0,2,40
4.970127106,3499,0,0,0,2,40
4.994130373,3498,0,0,0,2,40
5.018126965,3499,0,0,0,2,40
5.034141779,3499,0,0,0,2,40
5.050126314,3499,0,0,0,2,40
5.066132069,3499,0,0,0,2,40
5.082131147,3499,0,0,0,2,40
5.098136425,3499,0,0,0,2,40
5.114131927,3499,0,0,0,2,40
5.130125999,3499,0,0,0,2,40
5.146132946,3499,0,0,0,2,40
5.162128448,3499,0,0,0,2,40
5.17812705,3499,0,0,0,2,40
5.194130182,3498,0,0,0,2,40
5.210126162,3499,0,0,0,2,40
5.226134539,3499,0,0,0,2,40
5.242166996,3498,0,0,0,2,40
5.258132696,3498,0,0,0,2,40
5.282134295,3498,0,0,0,2,40
5.298130989,3499,0,0,0,2,40
5.314128876,3498,0,0,0,2,40
5.330138683,3498,0,0,0,2,40
5.346149445,3498,0,0,0,2,40
5.362128735,3498,0,0,0,2,40
5.378145695,3498,0,0,0,2,40
5.394129515,3498,0,0,0,2,40
5.410125971,3498,0,0,0,2,40
5.426139832,3498,0,0,0,2,40
5.442127466,3498,0,0,0,2,40
5.458126783,3498,0,0,0,2,40
5.474127769,3498,0,0,0,2,40
5.490129471,3394,0,0,0,3,40
5.50613308,3322,0,0,0,3,40
5.522130728,3256,0,0,0,3,40
5.538132429,3180,0,0,0,3,40
5.554134607,3110,0,0,0,3,40
5.570132494,3043,0,0,0,3,40
5.586135149,2987,0,0,0,3,40
5.602125645,2934,0,0,0,3,40
5.618127346,2884,0,0,0,3,40
5.634133816,2842,0,0,0,3,40
5.650134802,2806,0,0,0,3,40
5.666132212,2773,0,0,0,3,40
5.682131052,2748,0,0,0,3,40
5.698126793,2728,0,0,0,3,40
5.72212553,2716,0,0,0,3,40
5.738131523,2711,0,0,0,3,40
5.754175663,2712,0,0,0,3,40
5.770130873,2711,0,0,0,3,40
5.786170483,2712,0,0,0,3,40
5.802128077,2712,0,0,0,3,40
5.818135023,2712,0,0,0,3,40
5.834149599,2712,0,0,0,3,40
5.850148678,2711,0,0,0,3,40
5.866171598,2712,0,0,0,3,40
5.882202387,2712,0,0,0,3,40
5.898127079,2712,0,0,0,3,40
5.914133787,2711,0,0,0,3,40
5.930143595,2712,0,0,0,3,40
5.946148157,2711,0,0,0,3,40
5.962133646,2711,0,0,0,3,40
5.978128195,2711,0,0,0,3,40
5.994128704,2711,0,0,0,3,40
6.010127306,2710,0,0,0,3,40
6.026126862,2709,0,0,0,3,40
6.042126894,2706,0,0,0,3,40
6.058127165,2702,0,0,0,3,40
6.082128048,2693,0,0,0,3,40
6.098133087,2677,0,0,0,3,40
6.114128351,2662,0,0,0,3,40
6.130141735,2645,0,0,0,3,40
6.146126509,2632,0,0,0,3,40
6.170134068,2611,0,0,0,3,40
6.186132908,2565,0,0,0,3,40
6.20213151,2532,0,0,0,3,40
6.218131781,2497,0,0,0,3,40
6.234126091,2456,0,0,0,3,40
6.250132561,2414,0,0,0,3,40
6.266126871,2368,0,0,0,3,40
6.290132523,2321,0,0,0,3,40
6.306128025,2249,0,0,0,3,40
6.322131634,2197,0,0,0,3,40
6.338134289,2147,0,0,0,3,40
6.354130745,2091,0,0,0,3,40
6.370169401,2035,0,0,0,3,40
6.386125565,1975,0,0,0,3,40
6.402126551,1907,0,0,0,3,40
6.418165684,1841,0,0,0,3,40
6.434169769,1770,0,0,0,3,40
6.450134993,1702,0,0,0,3,40
6.466146708,1630,0,0,0,3,40
6.482140064,1565,0,0,0,3,40
6.498126745,1499,0,0,0,3,40
6.5141325,1441,0,0,0,3,40
6.530132055,1383,0,0,0,3,40
6.546127081,1321,0,0,0,3,40
6.562132835,1263,0,0,0,3,40
6.578127384,1202,0,0,0,3,40
6.594128132,1140,0,0,0,3,40
6.610127449,1085,0,0,0,3,40
6.62613368,1036,0,0,0,3,40
6.642126322,988,0,0,0,3,40
6.658126116,947,0,0,0,3,40
6.67412591,909,0,0,0,3,40
6.690131426,878,0,0,0,3,40
6.706132412,852,0,0,0,3,40
6.722131968,829,0,0,0,3,40
6.738126993,809,0,0,0,3,40
6.754130602,789,0,0,0,3,40
6.770130157,771,0,0,0,3,40
6.78612709,753,0,0,0,3,40
6.802127123,733,0,0,0,3,40
6.818127632,714,0,0,0,3,40
6.834128857,692,0,0,0,3,40
6.850131989,669,0,0,0,3,40
6.866128922,644,0,0,0,3,40
6.882144451,614,0,0,0,3,40
6.906131506,584,0,0,0,3,40
6.922132254,537,0,0,0,3,40
6.938126564,507,0,0,0,3,40
6.954133272,480,0,0,0,3,40
6.970128059,452,0,0,0,3,40
6.98612833,428,0,0,0,3,40
7.002125978,406,0,0,0,3,40
7.018131018,388,0,0,0,3,40
7.034133673,373,0,0,0,3,40
7.050126076,361,0,0,0,3,40
7.066126823,353,0,0,0,3,40
7.090125799,348,0,0,0,3,40
7.106131554,348,0,0,0,3,40
7.122127533,348,0,0,0,3,40
7.138127327,348,0,0,0,3,40
7.154168844,348,0,0,0,3,40
7.170175076,348,0,0,0,3,40
7.186131477,347,0,0,0,3,40
7.202170372,346,0,0,0,3,40
7.218125343,342,0,0,0,3,40
7.234126568,334,0,0,0,3,40
7.2501297,325,0,0,0,3,40
7.266174316,315,0,0,0,3,40
7.282146931,307,0,0,0,3,40
7.298129559,297,0,0,0,3,40
7.314129591,288,0,0,0,3,40
7.330144882,280,0,0,0,3,40
7.346128702,273,0,0,0,3,40
7.362127542,267,0,0,0,3,40
7.378129721,262,0,0,0,3,40
7.394132376,256,0,0,0,3,40
7.410136461,249,0,0,0,3,40
7.426129341,242,0,0,0,3,40
7.442131996,235,0,0,0,3,40
7.458132029,228,0,0,0,3,40
7.474132061,222,0,0,0,3,40
7.490166187,214,0,0,0,3,40
7.50612998,205,0,0,0,3,40
7.522127151,190,0,0,0,3,40
7.538148403,168,0,0,0,3,40
7.554127455,142,0,0,0,3,40
7.570131779,112,0,0,0,3,40
7.586130381,79,0,0,0,3,40
7.602133036,39,0,0,0,3,40
7.618134737,0,0,0,0,3,40
7.634156942,-45,0,0,0,3,40
7.650160313,-92,0,0,0,3,40
7.666171074,-141,0,0,0,3,40
7.682147026,-195,0,0,0,3,40
7.706169844,-250,0,0,0,3,40
7.72213459,-322,0,0,0,3,40
7.738166094,-377,0,0,0,3,40
7.754132509,-427,0,0,0,3,40
7.770125866,-481,0,0,0,3,40
7.786169291,-532,0,0,0,3,40
7.802129507,-581,0,0,0,3,40
7.818169355,-632,0,0,0,3,40
7.834171295,-678,0,0,0,3,40
7.85013032,-724,0,0,0,3,40
7.866173983,-767,0,0,0,3,40
7.882136106,-812,0,0,0,3,40
7.898174047,-851,0,0,0,3,40
7.914128542,-886,0,0,0,3,40
7.930149555,-918,0,0,0,3,40
7.954134226,-945,0,0,0,3,40
7.970169306,-982,0,0,0,3,40
7.986166239,-1003,0,0,0,3,40
8.002129555,-1022,0,0,0,3,40
8.018131018,-1039,0,0,0,3,40
8.042127371,-1057,0,0,0,3,40
8.058131695,-1084,0,0,0,3,40
8.074131012,-1102,0,0,0,3,40
8.090131998,-1123,0,0,0,3,40
8.106125116,-1143,0,0,0,3,40
8.12212491,-1167,0,0,0,3,40
8.138128996,-1189,0,0,0,3,40
8.154166222,-1213,0,0,0,3,40
8.170130968,-1240,0,0,0,3,40
8.186130285,-1267,0,0,0,3,40
8.202167034,-1295,0,0,0,3,40
8.218130112,-1327,0,0,0,3,40
8.234134197,-1359,0,0,0,3,40
8.250132322,-1394,0,0,0,3,40
8.266139984,-1429,0,0,0,3,40
8.290133715,-1465,0,0,0,3,40
8.306127787,-1516,0,0,0,3,40
8.322133303,-1550,0,0,0,3,40
8.33812809,-1587,0,0,0,3,40
8.354128122,-1616,0,0,0,3,40
8.370126009,-1648,0,0,0,3,40
8.38612771,-1677,0,0,0,3,40
8.402133703,-1703,0,0,0,3,40
8.418153524,-1729,0,0,0,3,40
8.434128284,-1748,0,0,0,3,40
8.450128794,-1763,0,0,0,3,40
8.466128826,-1773,0,0,0,3,40
8.482127905,-1781,0,0,0,3,40
8.498129129,-1789,0,0,0,3,40
8.5141294,-1795,0,0,0,3,40
8.530144453,-1801,0,0,0,3,40
8.546126127,-1807,0,0,0,3,40
8.562137365,-1814,0,0,0,3,40
8.578126192,-1823,0,0,0,3,40
8.594126225,-1835,0,0,0,3,40
8.610126734,-1851,0,0,0,3,40
8.626130104,-1868,0,0,0,3,40
8.642129183,-1889,0,0,0,3,40
8.658131123,-1909,0,0,0,4,40
8.674124956,-1931,0,0,0,4,40
8.690128803,-1954,0,0,0,4,40
8.706130505,-1974,0,0,0,4,40
8.722164631,-1994,0,0,0,4,40
8.738125563,-2014,0,0,0,4,40
8.754132986,-2034,0,0,0,4,40
8.770170212,-2055,0,0,0,4,40
8.786131859,-2076,0,0,0,4,40
8.802175522,-2097,0,0,0,4,40
8.818126917,-2121,0,0,0,4,40
8.834125996,-2145,0,0,0,4,40
8.85012722,-2170,0,0,0,4,40
8.866134167,-2194,0,0,0,4,40
8.882166862,-2216,0,0,0,4,40
8.898132324,-2240,0,0,0,4,40
8.914135695,-2260,0,0,0,4,40
8.930131197,-2281,0,0,0,4,40
8.95412612,-2300,0,0,0,4,40
8.970129013,-2328,0,0,0,4,40
8.986134052,-2342,0,0,0,4,40
9.002170086,-2353,0,0,0,4,40
9.018127441,-2366,0,0,0,4,40
9.034169912,-2377,0,0,0,4,40
9.050153971,-2388,0,0,0,4,40
9.066148043,-2405,0,0,0,4,40
9.082161903,-2427,0,0,0,4,40
9.098125458,-2452,0,0,0,4,40
9.11412549,-2477,0,0,0,4,40
9.130141497,-2506,0,0,0,4,40
9.146169186,-2536,0,0,0,4,40
9.162140846,-2570,0,0,0,4,40
9.178127289,-2602,0,0,0,4,40
9.194133997,-2634,0,0,0,4,40
9.210125208,-2669,0,0,0,4,40
9.226126671,-2703,0,0,0,4,40
9.242125988,-2737,0,0,0,4,40
9.25816679,-2772,0,0,0,4,40
9.274127722,-2803,0,0,0,4,40
9.290169239,-2833,0,0,0,4,40
9.306125164,-2859,0,0,0,4,40
9.322125673,-2882,0,0,0,4,40
9.338125467,-2903,0,0,0,4,40
9.354140759,-2917,0,0,0,4,40
9.370129824,-2929,0,0,0,4,40
9.386129618,-2938,0,0,0,4,40
9.402170181,-2945,0,0,0,4,40
9.418128967,-2952,0,0,0,4,40
9.434128284,-2959,0,0,0,4,40
9.450147867,-2967,0,0,0,4,40
9.466178894,-2977,0,0,0,4,40
9.482132673,-2987,0,0,0,4,40
9.498129845,-2997,0,0,0,4,40
9.514126062,-3008,0,0,0,4,40
9.530130863,-3021,0,0,0,4,40
9.546163321,-3034,0,0,0,4,40
9.562131643,-3049,0,0,0,4,40
9.58612895,-3062,0,0,0,4,40
9.602128029,-3078,0,0,0,4,40
9.618127108,-3088,0,0,0,4,40
9.642133236,-3096,0,0,0,4,40
9.658125639,-3106,0,0,0,4,40
9.674128532,-3110,0,0,0,4,40
9.690169096,-3112,0,0,0,4,40
9.706168652,-3112,0,0,0,4,40
9.722132683,-3112,0,0,0,4,40
9.73812604,-3112,0,0,0,4,40
9.754125595,-3111,0,0,0,4,40
9.770125866,-3111,0,0,0,4,40
9.786130905,-3111,0,0,0,4,40
9.802130461,-3112,0,0,0,4,40
9.818175554,-3112,0,0,0,4,40
9.834131956,-3112,0,0,0,4,40
9.850194216,-3112,0,0,0,4,40
9.866143703,-3111,0,0,0,4,40
9.882171392,-3111,0,0,0,4,40
9.898126602,-3111,0,0,0,4,40
9.914126158,-3111,0,0,0,4,40
9.93012619,-3111,0,0,0,4,40
9.946142197,-3111,0,0,0,4,40
9.962128162,-3111,0,0,0,4,40
9.97814703,-3111,0,0,0,4,40
9.994130135,-3111,0,0,0,4,40
10.01812935,-3111,0,0,0,4,40
10.03416228,-3111,0,0,0,4,40
10.05017352,-3111,0,0,0,4,40
10.06612992,-3111,0,0,0,4,40
10.08213472,-3111,0,0,0,4,40
10.09814286,-3110,0,0,0,4,40
10.11417007,-3110,0,0,0,4,40
10.13013291,-3110,0,0,0,4,40
10.14614177,-3110,0,0,0,4,40
10.17017007,-3109,0,0,0,4,40
10.18613195,-3109,0,0,0,4,40
10.2021699,-3109,0,0,0,4,40
10.21813393,-3109,0,0,0,4,40
10.23413062,-3109,0,0,0,4,40
10.25017023,-3109,0,0,0,4,40
10.26614499,-3109,0,0,0,4,40
10.28213811,-3109,0,0,0,4,40
10.2981801,-3110,0,0,0,4,40
10.32213426,-3110,0,0,0,4,40
10.33813095,-3110,0,0,0,4,40
10.35412931,-3110,0,0,0,4,40
10.37017059,-3110,0,0,0,4,40
10.38613486,-3109,0,0,0,4,40
10.40213132,-3109,0,0,0,4,40
10.41812968,-3109,0,0,0,4,40
10.434129,-3109,0,0,0,4,40
10.45012736,-3109,0,0,0,4,40
10.46613455,-3109,0,0,0,4,40
10.48213077,-3109,0,0,0,4,40
10.49816489,-3109,0,0,0,4,40
10.51416254,-3109,0,0,0,4,40
10.53014207,-3109,0,0,0,4,40
10.54614162,-3109,0,0,0,4,40
10.56215644,-3109,0,0,0,4,40
10.57812905,-3109,0,0,0,4,40
10.59412503,-3109,0,0,0,4,40
10.61016679,-3109,0,0,0,4,40
10.62616467,-3109,0,0,0,4,40
10.64213061,-3108,0,0,0,4,40
10.65813088,-3107,0,0,0,4,40
10.67412829,-3105,0,0,0,4,40
10.69013166,-3105,0,0,0,4,40
10.70613623,-3104,0,0,0,4,40
10.72213531,-3101,0,0,0,4,40
10.73813295,-3094,0,0,0,4,40
10.75416684,-3081,0,0,0,4,40
10.7701304,-3056,0,0,0,4,40
10.78612733,-3016,0,0,0,4,40
10.80212879,-2959,0,0,0,4,40
10.81817007,-2881,0,0,0,4,40
10.83416557,-2797,0,0,0,4,40
10.85013294,-2695,0,0,0,4,40
10.8661654,-2593,0,0,0,4,40
10.88213062,-2482,0,0,0,4,40
10.89813018,-2380,0,0,0,4,40
10.92213035,-2300,0,0,0,4,40
10.93812847,-2151,0,0,0,4,40
10.95413446,-2056,0,0,0,4,40
10.97013092,-1953,0,0,0,4,40
10.98613119,-1852,0,0,0,4,40
11.00216675,-1747,0,0,0,4,40
11.01817083,-1608,0,0,0,4,40
11.03417087,-1467,0,0,0,4,40
11.0501287,-1318,0,0,0,4,40
11.06612897,-1154,0,0,0,4,40
11.08212996,-986,0,0,0,4,40
11.09815073,-806,0,0,0,4,40
11.11414146,-642,0,0,0,4,40
11.13816476,-471,0,0,0,4,40
11.15413284,-243,0,0,0,4,40
11.17016387,-97,0,0,0,4,40
11.18616676,47,0,0,0,4,40
11.20213103,159,0,0,0,4,40
11.2181263,244,0,0,0,4,40
11.23413205,312,0,0,0,4,40
11.25013256,357,0,0,0,4,40
11.26612902,386,0,0,0,4,40
11.28215218,396,0,0,0,4,40
11.29812884,394,0,0,0,4,40
11.32212782,387,0,0,0,4,40
11.33817172,351,0,0,0,4,40
11.35412955,308,0,0,0,4,40
11.37813044,259,0,0,0,4,40
11.39416981,165,0,0,0,4,40
11.41012836,93,0,0,0,4,40
11.42612815,27,0,0,0,4,40
11.44212794,-38,0,0,0,4,40
11.45814061,-106,0,0,0,4,40
11.47412777,-174,0,0,0,4,40
11.49012613,-232,0,0,0,4,40
11.50612974,-291,0,0,0,4,40
11.52213192,-346,0,0,0,4,40
11.53812671,-380,0,0,0,4,40
11.55412984,-399,0,0,0,4,40
11.57012582,-406,0,0,0,4,40
11.58612585,-405,0,0,0,4,40
11.60213256,-403,0,0,0,4,40
11.61813498,-403,0,0,0,4,40
11.63419819,-401,0,0,0,4,40
11.65013456,-398,0,0,0,4,40
11.6661284,-395,0,0,0,4,40
11.68212795,-387,0,0,0,4,40
11.69812942,-375,0,0,0,4,40
11.71412921,-359,0,0,0,4,40
11.73012829,-336,0,0,0,4,40
11.7461307,-309,0,0,0,4,40
11.76212835,-274,0,0,0,4,40
11.77812815,-242,0,0,0,4,40
11.79416704,-207,0,0,0,4,40
11.8101306,-173,0,0,0,4,40
11.82612586,-144,0,0,0,4,40
11.84217262,-119,0,0,0,4,40
11.85816789,-105,0,0,0,4,40
11.87412572,-100,0,0,0,4,40
11.89017057,-100,0,0,0,4,40
11.90613198,-103,0,0,0,4,40
11.92212605,-108,0,0,0,4,40
11.93812656,-115,0,0,0,4,40
11.95413423,-121,0,0,0,4,40
11.97012663,-124,0,0,0,4,40
11.98613214,-124,0,0,0,4,40
12.00216961,-124,0,0,0,4,40
12.0181694,-123,0,0,0,4,40
12.03416944,-122,0,0,0,4,40
12.05013013,-122,0,0,0,4,40
12.06619549,-124,0,0,0,4,40
12.08214855,-127,0,0,0,4,40
12.0981319,-131,0,0,0,4,40
12.1141305,-136,0,0,0,4,40
12.13816762,-143,0,0,0,4,40
12.15417051,-155,0,0,0,4,40
12.17013073,-164,0,0,0,4,40
12.18613482,-173,0,0,0,4,40
12.20213366,-183,0,0,0,4,40
12.21817088,-191,0,0,0,4,40
12.23413038,-198,0,0,0,4,40
12.25017285,-201,0,0,0,4,40
12.26615429,-202,0,0,0,4,40
12.28214002,-202,0,0,0,4,40
12.30613327,-201,0,0,0,4,40
12.3221314,-200,0,0,0,4,40
12.3381331,-199,0,0,0,4,40
12.35413194,-198,0,0,0,4,40
12.37013221,-195,0,0,0,4,40
12.3861351,-190,0,0,0,4,40
12.4021256,-182,0,0,0,4,40
12.4181304,-171,0,0,0,4,40
12.43413472,-160,0,0,0,4,40
12.45013428,-147,0,0,0,4,40
12.46614957,-136,0,0,0,4,40
